spectral_radius,equilibrium,validation
1.2766448833109687,"[0.3040004  0.09894664 0.21139739 0.3728764  0.56704537 0.43410255
 0.30738514 0.7141693  0.16245313 0.45900738 0.25912766 0.28671455
 0.86936622 0.51593951 0.04911492 0.82084177 0.32830253 0.68949395
 0.67534829 0.13851396]",True
1.2660535785627767,"[0.83177253 0.19892776 0.65035455 0.14683951 0.82686167 0.14242589
 0.00130808 0.37979881 0.7339023  0.40100238 0.37401745 0.19641868
 0.35316465 0.39314168 0.68277713 0.2227705  0.55423639 0.31029387
 0.2266135  0.23139541]",True
1.052829291145604,"[1.23229811e-01 1.11375486e-01 2.79277418e-02 1.74393478e-01
 2.95467701e-02 4.65549493e-02 1.44303213e-02 1.15243624e-01
 6.56895350e-02 1.42533519e-01 5.61521435e-02 2.75463606e-02
 1.49807043e-03 2.36228966e-01 6.72469002e-02 4.45561194e-02
 5.08446506e-02 2.88523879e-02 3.77518747e-01 4.54229616e-05]",True
1.154509226161617,"[0.02115471 0.39506692 0.14473648 0.01716797 0.22836746 0.60296778
 0.02320444 0.43802709 0.19390169 0.43256389 0.05250416 0.07622793
 0.33792552 0.98848369 0.16798728 0.17929232 0.33416517 0.18122168
 0.29534274 0.32965535]",True
1.121794305078313,"[0.41244708 0.30224074 0.00715004 0.31615938 0.24942359 0.1736091
 0.91034238 0.26803835 0.22585737 0.01278321 0.06990269 0.02764086
 0.6612142  0.17956204 0.0837839  0.43487983 0.21395822 0.12296024
 0.09115777 0.09856003]",True
1.0186032659378337,"[0.06921589 0.00165144 0.00955315 0.01518653 0.0216689  0.01984415
 0.05120084 0.13784324 0.02000616 0.10894095 0.03634053 0.00021301
 0.04406043 0.02941887 0.03664656 0.08753445 0.00709703 0.06031774
 0.04868565 0.02772367]",True
1.090811743770055,"[0.06729903 0.17008624 0.05758721 0.12808501 0.53518543 0.13178928
 0.12745891 0.23652672 0.48721648 0.2190166  0.09416207 0.42094861
 0.1463163  0.05601654 0.15643905 0.09273188 0.13829954 0.05975623
 0.1958802  0.17133784]",True
1.202668398395723,"[0.7624509  0.29809014 0.05226152 0.22869074 0.15908635 0.77972446
 0.60563157 0.11706045 0.29370717 0.19367078 0.0335916  0.31786701
 0.36347394 0.6517627  0.01017795 0.13881606 0.32537559 0.65734675
 0.21227569 0.11013021]",True
0.9535523672687509,"[9.67584688e-23 9.53899486e-23 2.02418855e-22 4.19046440e-23
 2.19511777e-23 5.16523645e-22 2.24244896e-23 1.19123000e-22
 5.03918291e-22 1.16662190e-22 1.72215581e-22 5.87427778e-22
 2.55610992e-22 4.21735388e-23 1.83365623e-23 1.52075324e-23
 4.90176607e-23 6.35317206e-23 1.65407875e-23 1.32721511e-22]",True
1.0782096279971662,"[0.01290078 0.20553013 0.13372245 0.27861317 0.11043845 0.18240441
 0.1614423  0.18348734 0.17353052 0.23778125 0.20011741 0.06530289
 0.07943461 0.48222464 0.17843249 0.12143799 0.14207559 0.22290569
 0.16967984 0.28683762]",True
1.3546790187162228,"[0.38717848 0.59086141 0.94017253 0.31878154 0.39669982 0.0027041
 0.77708679 0.39192444 0.50154825 0.41697118 0.76878706 0.28052989
 0.31161416 0.07311981 0.39591465 0.7128655  0.44987084 0.47805761
 0.78597632 0.8812235 ]",True
1.214908591252304,"[0.27076272 0.16450335 0.7122796  0.19111885 0.27251253 0.10569541
 0.05346419 0.62523297 0.71043333 0.30797659 0.02351462 0.28906446
 0.19188811 0.28708989 0.98362302 0.59805969 0.64005325 0.27695927
 0.21426881 0.55381908]",True
1.1240969008152664,"[0.11479684 0.12756538 0.02637345 0.14170074 0.07096549 0.69864144
 0.16481578 0.04795742 0.01913177 0.3447969  0.01155516 0.92194927
 0.41128187 0.28711047 0.26531898 0.14090619 0.23762237 0.28151115
 0.0833858  0.09047693]",True
1.1207772799108893,"[0.06233978 0.14704598 0.3591515  0.19442326 0.13991443 0.06930874
 0.30811912 0.1215056  0.45366624 0.1239361  0.59414822 0.0503799
 0.21513859 0.55143415 0.02731421 0.38590244 0.26352915 0.304618
 0.17001196 0.10901265]",True
1.1268275536844612,"[0.32676174 0.33343767 0.20105576 0.25330558 0.09256859 0.01049745
 0.03406269 0.15623654 0.19326761 0.3695828  0.02223223 0.91133018
 0.50976918 0.98824369 0.27715884 0.3969266  0.40869714 0.05576964
 0.44925792 0.13176233]",True
1.1882486873813698,"[0.13530291 0.08757322 0.2991973  0.1833101  0.32535357 0.47776492
 0.23533988 0.32953697 0.50323524 0.27870426 0.5370495  0.55146647
 0.91868525 0.77240614 0.0734731  0.0573844  0.07481175 0.51772545
 0.14150171 0.86776718]",True
1.1614286177947628,"[0.19085104 0.41227538 0.35560202 0.02519456 0.34755455 0.23803151
 0.22499901 0.16903995 0.2663206  0.25668596 0.10721464 0.19336775
 0.18323186 0.55253381 0.33723289 0.4628096  0.37070133 0.00405947
 0.06037086 0.38896562]",True
1.2112943336568445,"[0.17568484 0.51128229 0.06965805 0.36850255 0.155796   0.13684438
 0.30883667 0.10580965 0.1581681  0.11986474 0.09231332 0.24948112
 0.1774656  0.54009029 0.69243142 0.97513802 0.11122534 0.21270629
 0.02291613 0.43208732]",True
1.11901457187896,"[3.17624901e-01 8.83357485e-03 2.41136237e-01 9.15568948e-02
 2.63480408e-01 4.35638145e-02 7.90050525e-04 1.77915200e-02
 6.68788666e-02 2.49372859e-01 6.20788336e-02 9.96709790e-02
 3.08819320e-01 4.74419293e-01 1.24822916e-01 1.98052229e-01
 8.82855868e-01 2.38754248e-01 1.05765367e-01 1.79948314e-01]",True
1.1520670072665347,"[0.15945063 0.14881188 0.12531571 0.22468339 0.82005772 0.15277199
 0.13251855 0.32216782 0.17127872 0.18031384 0.06274913 0.06496412
 0.26564767 0.13514294 0.00953544 0.29270814 0.16359263 0.12547177
 0.14033068 0.26696728]",True
1.1688721722687427,"[0.14021364 0.11137008 0.16968599 0.40576227 0.4265659  0.70230397
 0.2454999  0.11330171 0.50838266 0.46808722 0.08480222 0.46424904
 0.06939646 0.24988974 0.01525077 0.67271371 0.0116429  0.15333597
 0.55657829 0.29943037]",True
1.162842188221214,"[0.1935217  0.65469991 0.08837501 0.50155289 0.23507356 0.71152013
 0.39504373 0.17903748 0.14202304 0.05794319 0.28678403 0.11665497
 0.07090791 0.19086456 0.69693562 0.26199092 0.14839609 0.64869565
 0.96168185 0.25935271]",True
1.134822936127739,"[0.15139134 0.00648825 0.23787459 0.09204222 0.02592196 0.01885871
 0.06195865 0.00323508 0.12631467 0.0653644  0.22848291 0.5422143
 0.70852919 0.51045962 0.2056016  0.01642974 0.11965391 0.14549505
 0.02211982 0.280209  ]",True
1.2044078344080076,"[0.29192064 0.94012482 0.13946162 0.19034071 0.17485308 0.23814465
 0.25763552 0.2138875  0.14350113 0.3106515  0.47552795 0.20841778
 0.12444422 0.50496374 0.91119435 0.89512314 0.12025316 0.40421221
 0.28842659 0.03011128]",True
1.287408011412054,"[0.95984653 0.8616428  0.84857713 0.10056211 0.50558667 0.13530889
 0.08746512 0.10655481 0.6801925  0.02487384 0.31907274 0.90374663
 0.24143713 0.77380929 0.40270162 0.60903709 0.02070005 0.46806517
 0.58602445 0.27893149]",True
1.242896248882266,"[0.26508941 0.09721409 0.09803668 0.5294879  0.21215604 0.29393478
 0.97718936 0.68662946 0.19660999 0.27404079 0.39340036 0.10130297
 0.33697875 0.26512138 0.5073277  0.75545196 0.39124662 0.20524507
 0.4799694  0.00332711]",True
1.1326996633583897,"[0.00768901 0.01745901 0.16423353 0.50196361 0.15675522 0.12444094
 0.10834057 0.3050215  0.37691297 0.10726499 0.03418714 0.07252065
 0.09610256 0.10005711 0.89559894 0.00380797 0.42583397 0.04451552
 0.2497404  0.09408011]",True
1.0343084434557062,"[0.0479729  0.00492964 0.05852015 0.03085012 0.10887386 0.01323863
 0.08965911 0.02368357 0.02039728 0.130415   0.08313994 0.10308394
 0.00258561 0.00910911 0.08442889 0.11274291 0.11966932 0.07294143
 0.205634   0.02131931]",True
1.1609766497443799,"[0.17469465 0.1984565  0.16624809 0.19670301 0.22044894 0.94323662
 0.24788955 0.27820408 0.1219856  0.10527503 0.28961259 0.23004268
 0.42304578 0.02378946 0.19328846 0.23913518 0.01242488 0.09803077
 0.09727304 0.22568135]",True
1.2378814773052849,"[0.05073346 0.53436231 0.22573881 0.07367771 0.41973479 0.80168857
 0.92322437 0.2913587  0.25373207 0.32145392 0.35114204 0.49278197
 0.05064397 0.40236431 0.14949598 0.83976331 0.01024291 0.2052448
 0.50286701 0.13218472]",True
1.1525739911237656,"[0.07343505 0.27864314 0.60358387 0.21358709 0.85294652 0.17692752
 0.20716232 0.17061252 0.71541284 0.27510818 0.16746266 0.6724561
 0.21055979 0.65288425 0.54687645 0.07954603 0.65490243 0.31680662
 0.04165759 0.54630783]",True
1.1957052049358232,"[0.08739439 0.23310567 0.48039549 0.25761968 0.05414498 0.90960038
 0.07113109 0.1872769  0.24071226 0.93733376 0.22864883 0.21729494
 0.0037293  0.14944258 0.28512795 0.09818533 0.59179822 0.07287747
 0.22000611 0.02731054]",True
1.2031494738285167,"[0.29438839 0.38456366 0.5779268  0.05595422 0.34446553 0.29264639
 0.42862192 0.22931341 0.24103924 0.21628155 0.04916605 0.19958987
 0.12212335 0.54759067 0.41596225 0.49643257 0.37254335 0.4483102
 0.15041799 0.39832307]",True
1.0410622531147804,"[0.01952862 0.05919495 0.02559331 0.04182158 0.00749664 0.04230293
 0.37736836 0.07335743 0.00647806 0.01707909 0.05458382 0.00999346
 0.01274157 0.0481644  0.0025366  0.04618822 0.06777066 0.0087579
 0.01249331 0.00569191]",True
1.1900744613834946,"[0.22756375 0.20666007 0.19004229 0.0406876  0.25820153 0.30501702
 0.94634353 0.52400157 0.41693196 0.32614439 0.19026538 0.00714076
 0.17803835 0.24169322 0.17073178 0.29437765 0.09318677 0.17805549
 0.1213216  0.17142708]",True
1.142099152793364,"[0.56164552 0.03953817 0.39446541 0.25362594 0.20221987 0.23824714
 0.12534788 0.18618772 0.8770713  0.0564401  0.14053009 0.81927885
 0.10968369 0.21329494 0.69444632 0.15839689 0.07856145 0.39371045
 0.17751367 0.4836635 ]",True
1.1709601107769703,"[0.16620403 0.0359692  0.63979087 0.00142131 0.18762181 0.57873156
 0.08296656 0.49683694 0.28819101 0.30886352 0.18691928 0.23534985
 0.13670828 0.04594994 0.11353466 0.16299299 0.66050962 0.20474475
 0.31841773 0.68426821]",True
1.2381798208389767,"[0.0806595  0.22212965 0.11063769 0.19580071 0.12436025 0.24376094
 0.35359216 0.03692658 0.04627008 0.36858437 0.39622575 0.24793963
 0.67366931 0.4628858  0.11682919 0.92569811 0.45349562 0.01945964
 0.13579293 0.22991573]",True
1.0098821179013842,"[0.19425912 0.03865449 0.04654529 0.02346628 0.00395121 0.00078686
 0.00421643 0.00792098 0.04082123 0.0078555  0.03139238 0.02332256
 0.03537293 0.00587006 0.00175383 0.00229349 0.04932412 0.01757791
 0.03926211 0.01396413]",True
1.2017912138804416,"[0.73284656 0.23670673 0.16912323 0.02091659 0.19295461 0.70142668
 0.6738171  0.18662119 0.75229734 0.06978792 0.24457948 0.09986072
 0.4090058  0.39548029 0.18319901 0.19011596 0.19104509 0.16854546
 0.22226536 0.18778442]",True
1.2217132502182781,"[0.42821613 0.94470557 0.51821475 0.34018017 0.34753918 0.04121294
 0.89462656 0.32289781 0.37202785 0.3451063  0.96057859 0.17330079
 0.06200597 0.18190067 0.22171841 0.24948059 0.16729432 0.18146434
 0.35197732 0.18358631]",True
1.1757738671994884,"[0.25302688 0.07318254 0.13993207 0.23772516 0.30352767 0.15386842
 0.26728873 0.4742183  0.20746601 0.2590374  0.4804989  0.82092933
 0.20136275 0.07214586 0.33415854 0.40549661 0.36696777 0.7563681
 0.32429818 0.4847142 ]",True
1.2976924772440435,"[0.27075062 0.67147448 0.8631901  0.29968866 0.13088608 0.7140389
 0.25615145 0.01267807 0.4497071  0.7235246  0.93086519 0.27746252
 0.23767171 0.496448   0.46962557 0.41121281 0.23420586 0.19274827
 0.78762933 0.20510564]",True
1.141407094804305,"[0.31465297 0.17653494 0.76727284 0.18020114 0.16845999 0.23302513
 0.02298058 0.35678867 0.17478789 0.05245418 0.1465445  0.10085809
 0.20991366 0.16512669 0.22326723 0.43749941 0.69734678 0.36383158
 0.35480723 0.48110323]",True
1.1732877348624668,"[0.20489975 0.14521844 0.71325193 0.1566487  0.05197447 0.15128721
 0.1310203  0.17500739 0.02855898 0.34813701 0.76154019 0.0401255
 0.1509913  0.50195946 0.01489162 0.27191622 0.35966579 0.83961338
 0.08265774 0.19583437]",True
1.0360718338886972,"[0.1005826  0.45724105 0.29757207 0.02000925 0.06612323 0.07022455
 0.14399115 0.12144856 0.05861671 0.03040023 0.29000226 0.04519509
 0.03498968 0.0556121  0.03179689 0.08756577 0.03570576 0.19481196
 0.07685344 0.05897659]",True
1.1366031317050136,"[0.2741127  0.06184107 0.1446669  0.13341399 0.0592023  0.16438595
 0.126838   0.04345032 0.84629266 0.82619831 0.23408966 0.11230684
 0.17553504 0.09284923 0.25248006 0.16287775 0.04022664 0.02581014
 0.0524816  0.22277635]",True
1.1093432021366463,"[0.25538982 0.04964846 0.7082103  0.13421855 0.03084529 0.16663506
 0.1086212  0.03741813 0.20609759 0.04405672 0.1030334  0.35856651
 0.48413675 0.09774364 0.15049517 0.09930087 0.36262672 0.16055398
 0.1918945  0.1580341 ]",True
1.1368521144725239,"[0.75524788 0.13094398 0.3273836  0.20679183 0.74715877 0.10825397
 0.02041159 0.17569155 0.19670479 0.8769364  0.09983776 0.3106632
 0.32482721 0.55760689 0.83532232 0.15074235 0.20816185 0.40434129
 0.08868573 0.19457714]",True
1.2147017478061621,"[0.24113827 0.47530142 0.8552634  0.17331245 0.50343816 0.078357
 0.27814793 0.41116408 0.05435835 0.32484974 0.13516367 0.90891891
 0.27082853 0.18427391 0.19917602 0.11761005 0.70109335 0.18585732
 0.07908377 0.13494929]",True
1.103881301760825,"[0.0977424  0.09961115 0.26108897 0.36700675 0.11431948 0.37390575
 0.23230514 0.12501736 0.15111933 0.17191619 0.06619662 0.08768408
 0.04475275 0.12714138 0.39821717 0.25171154 0.07254023 0.33113016
 0.71527311 0.2170823 ]",True
1.1656539908201784,"[0.25440403 0.06575026 0.07372809 0.10818287 0.21773448 0.23434086
 0.3841203  0.12383288 0.38487175 0.34880802 0.50579509 0.41388606
 0.03263488 0.1999903  0.1859803  0.55040978 0.30883068 0.21884949
 0.00961846 0.00162011]",True
1.182678394749949,"[0.56920498 0.24465832 0.00199083 0.69378532 0.11781638 0.28017032
 0.31261322 0.42050693 0.40026594 0.26455009 0.24557491 0.18636006
 0.0265409  0.20409968 0.20557212 0.5620023  0.34241178 0.05046145
 0.59257239 0.37606614]",True
