spectral_radius,equilibrium,validation,convergence_rate
0.9554246363694404,"[5.68746193e-22 6.86780494e-22 6.61038440e-22 6.10037719e-22
 5.79040831e-22 6.79683240e-22 6.71845274e-22 6.08657620e-22
 6.73206103e-22 7.10031912e-22 6.75049935e-22 6.46002239e-22
 6.80025751e-22 6.42193488e-22 6.72751796e-22 5.84223600e-22
 6.76837950e-22 6.57802370e-22 7.22247136e-22 7.32877293e-22]",True,301
0.870072297823153,"[2.43754099e-62 3.63841185e-62 3.23069018e-61 1.13379060e-62
 4.83602965e-63 1.90334211e-62 5.86224938e-63 2.01292076e-62
 4.45176535e-62 5.46360714e-63 1.54927082e-62 9.36507431e-63
 7.27237110e-63 5.07622897e-63 3.66471509e-62 6.55390591e-63
 1.03608815e-62 1.23030171e-62 9.16650792e-63 2.79564156e-62]",True,119
0.7880010518133974,"[3.29383727e-105 1.20092233e-104 3.84928899e-105 5.32783091e-105
 7.95254512e-105 1.26668771e-104 5.40865331e-105 6.24221839e-105
 3.45289256e-105 2.93117312e-105 4.17845733e-105 2.67947093e-105
 1.12916658e-104 6.38982377e-105 1.33809492e-104 4.79395204e-105
 8.81285887e-105 2.52070465e-105 3.40647347e-105 4.55057936e-105]",True,72
0.9775723865877664,"[3.19442205e-12 3.50548956e-12 2.97224315e-12 3.00961895e-12
 3.31724141e-12 3.24419868e-12 3.21425854e-12 3.05983574e-12
 3.32022894e-12 3.10552160e-12 3.26317354e-12 3.21225260e-12
 3.10510256e-12 3.54306613e-12 3.00509389e-12 3.60039325e-12
 3.29370690e-12 2.85988945e-12 3.54319118e-12 3.36513974e-12]",True,546
0.8593954418943002,"[2.11726100e-67 1.79651468e-67 7.98668522e-68 7.30246402e-68
 1.59462248e-67 6.67364091e-68 9.70356631e-67 1.01858627e-67
 8.16935196e-68 1.80858223e-67 9.01978309e-67 7.33803744e-68
 9.11752538e-68 6.07433257e-68 3.12062832e-67 1.84038588e-67
 4.88159292e-68 5.38794362e-68 1.08981450e-67 5.73845177e-68]",True,110
0.8973137632096784,"[6.79404439e-49 7.24496659e-49 6.88914505e-49 7.36296512e-49
 7.81546647e-49 8.09416517e-49 6.79414322e-49 6.19970484e-49
 7.83360886e-49 9.49724023e-49 7.17266085e-49 7.10160793e-49
 9.71732948e-49 9.16558774e-49 6.82934533e-49 8.16439250e-49
 9.56777220e-49 7.60866477e-49 7.22537940e-49 8.19943805e-49]",True,142
0.8925017389871902,"[4.81854303e-51 3.13145775e-51 4.09941643e-51 3.57500985e-51
 4.68294406e-51 4.78906984e-51 3.25217801e-51 3.22640101e-51
 4.10231096e-51 4.36324397e-51 3.49451531e-51 3.21657985e-51
 4.26300592e-51 4.32332023e-51 5.13759483e-51 4.94748272e-51
 3.77621526e-51 5.44956204e-51 3.02863174e-51 4.81097660e-51]",True,137
0.7998711868634667,"[1.86851741e-98 1.17948824e-98 1.15109923e-98 1.36729651e-98
 1.71635207e-98 2.04920813e-98 3.25780413e-98 1.07833495e-98
 1.96131267e-98 1.40726535e-98 1.55279050e-98 1.83475226e-98
 2.16158186e-98 2.39258032e-98 2.40665058e-98 9.29171731e-99
 1.89116737e-98 9.97402880e-99 2.57436197e-98 3.09341864e-98]",True,76
0.8530570281913267,"[1.05178366e-70 1.05027053e-70 1.22400440e-70 8.99967294e-71
 1.88085117e-70 1.10388987e-70 1.88049946e-70 1.10713718e-70
 9.68921635e-71 1.46153985e-70 9.77591884e-71 1.54428136e-70
 1.69072058e-70 1.11270743e-70 8.77213562e-71 1.19342690e-70
 1.91396247e-70 1.90000591e-70 1.05594597e-70 1.33877905e-70]",True,103
0.7794023500154349,"[1.05250977e-109 5.54032968e-110 6.53804247e-110 1.45722913e-109
 7.52428637e-110 1.49329742e-109 2.05177851e-109 1.71419467e-109
 5.64262338e-110 9.81673139e-110 1.18159003e-109 6.41457156e-110
 1.04487354e-109 6.47775007e-110 1.08896133e-109 1.47550681e-109
 9.11108870e-110 6.40869536e-110 7.11838300e-110 7.49857435e-110]",True,69
0.8641655583296088,"[2.33244742e-65 1.10366120e-64 5.66786352e-65 1.87289615e-65
 8.16584923e-65 1.65278220e-65 1.47581112e-64 6.06887117e-65
 2.36429155e-65 2.93291380e-65 3.03687712e-65 2.24804822e-65
 1.71253728e-64 1.76628449e-65 1.50483182e-64 2.85352188e-65
 1.35869879e-64 5.56715332e-65 1.96404406e-65 1.76828285e-65]",True,113
0.8103831584711974,"[3.28565405e-93 3.87324846e-93 8.69788827e-93 6.22338314e-93
 3.27404252e-93 7.13675632e-93 1.50506391e-92 5.22840908e-93
 5.29262799e-93 2.49209883e-92 1.47293732e-92 1.02727527e-92
 3.63875649e-93 3.67183167e-93 5.74071369e-93 1.67887258e-92
 4.60612422e-93 4.27962812e-93 3.88522404e-93 6.91030181e-93]",True,81
0.8732885662470624,"[1.58821665e-60 1.25246008e-60 2.16229715e-60 2.10397948e-60
 2.04875907e-60 1.94112032e-60 1.21636457e-60 1.46775027e-60
 1.84753350e-60 1.86273841e-60 1.35588013e-60 1.75621402e-60
 1.41815982e-60 1.47286252e-60 1.36258166e-60 1.77916132e-60
 1.30346334e-60 1.70656533e-60 1.40899100e-60 1.77616584e-60]",True,117
0.9004923419424644,"[6.29766037e-47 4.52362611e-48 3.52364342e-48 2.38471837e-48
 6.28806836e-48 1.29509572e-48 1.28813058e-48 1.79605230e-46
 6.42464790e-48 8.68322800e-48 2.76088930e-47 2.37027867e-48
 1.55113269e-47 1.43852800e-47 3.81313614e-48 9.02526213e-48
 2.75771193e-48 5.72190094e-48 4.39425033e-48 1.38649599e-47]",True,151
0.8489411377265558,"[1.16583983e-74 2.47198625e-75 8.25357943e-76 9.35821691e-75
 1.26912833e-74 4.37451398e-75 7.95618063e-75 3.80282815e-75
 1.53515149e-75 7.25811266e-75 6.60420583e-75 3.18631277e-74
 1.08892622e-75 6.39713293e-74 1.10741420e-73 1.15304856e-75
 2.53188600e-75 1.23195359e-74 4.92565797e-73 3.05252444e-75]",True,90
0.8195369657866247,"[8.62503268e-88 5.66422890e-88 4.09750240e-88 3.90461547e-88
 3.82417330e-88 4.27512563e-88 4.70348651e-88 6.53596878e-88
 5.02917522e-88 9.22478183e-88 4.04789551e-88 3.85275583e-88
 6.47870668e-88 6.15598782e-88 4.36710280e-88 6.35046123e-88
 5.25024294e-88 5.44419104e-88 4.67464963e-88 4.32765647e-88]",True,83
0.908203708762284,"[1.23959074e-43 1.32345112e-43 1.16387078e-43 1.36327399e-43
 1.22350317e-43 1.09570969e-43 1.26453298e-43 1.23232501e-43
 1.21351187e-43 1.02703494e-43 1.49800607e-43 1.38097095e-43
 1.13669179e-43 1.32098902e-43 1.39454974e-43 1.16308258e-43
 1.14993844e-43 1.22151837e-43 1.12596184e-43 1.19157496e-43]",True,158
0.934278749726579,"[2.17599776e-31 2.16151638e-31 1.72210004e-31 1.87538278e-31
 1.76997770e-31 1.86432500e-31 1.74001085e-31 1.95315969e-31
 1.70028550e-31 2.02766707e-31 1.49990257e-31 2.11491835e-31
 1.82363269e-31 1.78941243e-31 2.12782524e-31 2.26444668e-31
 1.66876779e-31 2.01502658e-31 2.07582079e-31 2.06327137e-31]",True,214
0.8945027537909217,"[4.62428176e-50 4.29768771e-50 3.66571326e-50 3.36139026e-50
 4.44344439e-50 3.90900924e-50 4.37541359e-50 3.14335603e-50
 2.69412466e-50 4.27592816e-50 3.22489169e-50 4.55706856e-50
 4.02707507e-50 4.90518989e-50 3.12373602e-50 3.56779658e-50
 4.12256351e-50 2.69026121e-50 3.08484602e-50 4.19538348e-50]",True,139
0.9452084525983353,"[1.90619694e-26 3.38809751e-27 8.41714400e-28 2.08367124e-26
 2.08353767e-27 1.04911288e-27 1.86602492e-26 4.66487255e-26
 2.20998931e-27 3.68494821e-28 2.15924176e-27 3.36798680e-27
 6.25881076e-27 2.49010409e-27 1.60713594e-26 8.86434255e-28
 8.05013862e-28 3.38300932e-25 1.08935180e-26 2.69365615e-29]",True,277
0.9070827769640695,"[2.95260376e-44 2.83344894e-44 3.85593445e-44 3.94919069e-44
 3.23946788e-44 3.11698416e-44 3.84201444e-44 4.12186932e-44
 4.03562784e-44 4.01980765e-44 3.71038218e-44 3.09719112e-44
 3.26932064e-44 3.63353344e-44 3.34072038e-44 3.43713867e-44
 4.10222233e-44 3.80949848e-44 4.02340946e-44 3.10602012e-44]",True,156
0.9313951061517312,"[6.78384896e-34 3.77191343e-34 2.06713875e-35 6.35599024e-35
 1.91418355e-33 7.96268092e-34 2.02411953e-34 3.48319859e-34
 1.29657142e-34 7.31191413e-34 6.91698231e-34 1.22245883e-31
 1.06251291e-33 2.22322440e-32 9.34772206e-34 4.53959955e-34
 3.89290143e-34 1.10505168e-33 4.62082643e-34 9.15138152e-34]",True,222
0.7877200620924159,"[4.10532707e-105 4.59403696e-105 1.03946510e-104 4.10178081e-105
 2.95483965e-105 4.67990620e-105 2.32018511e-105 6.18921120e-105
 5.58239281e-105 1.91149288e-105 8.98391574e-105 1.80905532e-105
 2.45088237e-105 2.10309992e-105 4.41161446e-105 2.00271237e-105
 3.87264249e-105 2.64850265e-105 7.88978281e-105 5.83082463e-105]",True,72
0.8511006513452443,"[1.22148641e-71 1.71047163e-71 1.12626881e-71 1.09151976e-71
 1.42664156e-71 2.36477954e-71 1.43667227e-71 8.72963186e-72
 1.20121686e-71 1.90746780e-71 1.17312592e-71 1.00487719e-71
 1.18027600e-71 7.17212687e-72 1.74695746e-71 8.75170024e-72
 8.18016584e-72 4.29025513e-71 2.51887718e-71 2.94119739e-71]",True,103
0.908130227224431,"[4.46293789e-44 1.39426320e-44 1.83209894e-44 3.23591179e-44
 7.56992365e-44 1.54804123e-44 7.16532417e-44 1.69252356e-44
 7.80877236e-45 9.74768810e-45 1.50524122e-44 8.39893185e-45
 1.07089501e-42 2.28961010e-44 2.90122777e-44 2.33132967e-44
 1.24588833e-43 1.54876670e-44 6.32327157e-44 1.83565297e-44]",True,165
0.8258803511712232,"[1.78508673e-84 4.10981477e-85 6.25299723e-85 4.83914278e-85
 2.39211175e-84 2.73256639e-84 5.29849023e-85 9.73901567e-85
 4.02326451e-84 1.03871026e-84 5.55032522e-84 4.91989746e-84
 5.25479682e-85 4.29355565e-85 2.44549440e-85 2.76532790e-84
 4.42751177e-85 4.20746623e-85 2.94594404e-85 8.42309802e-85]",True,90
0.8089277139139643,"[5.65503825e-94 1.41116333e-93 1.79676769e-93 1.17941904e-93
 3.97819657e-93 1.01140791e-93 1.75986290e-93 5.93318535e-94
 1.53613048e-93 8.17765114e-94 6.95348088e-94 1.16271404e-93
 7.37728293e-94 1.04369271e-93 8.39025038e-94 3.90689667e-93
 6.62432470e-94 8.23387583e-94 1.02938934e-93 2.76825232e-93]",True,80
0.8044678081001171,"[7.28744777e-96 3.34831449e-96 3.25645131e-96 4.09217485e-96
 7.24420640e-96 6.01877474e-96 5.28850878e-96 3.94975452e-96
 6.30458389e-96 3.31422064e-96 4.75595625e-96 3.50527296e-96
 3.18860794e-96 2.93821225e-96 3.72430159e-96 7.39260029e-96
 4.50168478e-96 4.12228720e-96 4.96379831e-96 4.12460694e-96]",True,77
0.9516926176188041,"[1.40455944e-23 1.40472335e-23 1.37382485e-23 1.54283917e-23
 1.29273490e-23 1.60306944e-23 1.26055340e-23 1.55951181e-23
 1.30359495e-23 1.50427340e-23 1.36076873e-23 1.56959707e-23
 1.20779206e-23 1.57259287e-23 1.47270288e-23 1.44596303e-23
 1.30713632e-23 1.35226995e-23 1.40205363e-23 1.26188146e-23]",True,280
0.9919525860713301,"[2.64650433e-06 2.67018188e-06 2.99172255e-06 3.06662934e-06
 2.85598773e-06 2.62920785e-06 2.93204362e-06 2.93547699e-06
 2.47521637e-06 2.56409322e-06 2.47893333e-06 2.52898832e-06
 2.88550985e-06 2.52478628e-06 2.97048599e-06 2.55274211e-06
 3.08177271e-06 2.56993317e-06 2.62424398e-06 2.69630006e-06]",False,1000
0.895283361192128,"[1.02024481e-49 1.22086449e-49 8.58780985e-50 9.91796702e-50
 6.90718802e-50 7.58357960e-50 7.71311726e-50 8.98874939e-50
 8.68927523e-50 6.02129141e-50 7.03353359e-50 1.22167348e-49
 9.41411898e-50 9.27757891e-50 1.13210523e-49 1.07885450e-49
 1.05964528e-49 7.19285518e-50 7.92867854e-50 1.14190771e-49]",True,141
0.9734820836870136,"[6.12473112e-14 5.71684530e-14 5.80344501e-14 5.86208800e-14
 5.14627524e-14 5.79278582e-14 6.30055321e-14 6.39446650e-14
 6.31117665e-14 6.08427618e-14 5.03862981e-14 5.65327980e-14
 4.68878139e-14 5.11586308e-14 4.96205418e-14 5.32559266e-14
 5.03395779e-14 5.91244633e-14 5.71109560e-14 5.87053184e-14]",True,473
0.8048154823762583,"[1.99043490e-95 4.10781020e-96 4.87081825e-96 1.19281901e-95
 4.15888968e-96 1.03943118e-95 3.62220632e-96 6.43250258e-96
 7.53609973e-96 3.64741912e-96 1.13416098e-95 4.07139349e-96
 3.42784375e-96 4.24857494e-96 2.11682401e-95 1.72210757e-95
 6.89080537e-96 5.85837948e-96 3.89141738e-96 3.92397274e-96]",True,78
0.9003990851218973,"[2.52642778e-48 1.40463855e-47 9.08630782e-48 2.11008509e-48
 2.28489276e-48 1.62904436e-46 4.43131907e-48 3.26592857e-48
 9.84323806e-48 2.35925863e-47 7.30126679e-48 2.19306146e-47
 1.57058628e-48 3.54259620e-48 6.16826760e-48 5.69635425e-48
 8.63920500e-48 4.06954901e-48 2.33281489e-48 4.52132131e-48]",True,150
0.8248088487219751,"[2.87161999e-85 2.20448943e-85 3.77443265e-85 2.64504844e-85
 2.35726192e-85 2.19200413e-85 4.68412624e-85 4.88062696e-85
 4.15437046e-85 3.77779826e-85 4.16530881e-85 1.85432843e-85
 4.43298793e-85 3.93983287e-85 2.44435600e-85 2.08189692e-85
 2.29740220e-85 2.13069587e-85 3.88369637e-85 2.16681985e-85]",True,86
0.9354551578551443,"[5.73924962e-31 5.32324145e-31 6.37990169e-31 6.02115706e-31
 6.41086690e-31 5.21206306e-31 5.73071903e-31 6.47819424e-31
 6.99056761e-31 5.77220247e-31 5.51805171e-31 6.15184267e-31
 5.08368074e-31 5.94652356e-31 5.25993191e-31 5.72420255e-31
 5.26741648e-31 5.68924479e-31 6.14590068e-31 5.63440529e-31]",True,216
0.99503468611813,"[4.67662580e-05 4.48877178e-05 3.04577274e-05 5.55254800e-05
 6.18650268e-04 2.12118866e-05 3.73004334e-03 2.70495257e-05
 1.35126888e-05 3.18774124e-05 3.50403544e-05 3.39174130e-05
 8.49181137e-06 1.28696773e-04 1.23189164e-04 1.84052727e-05
 1.61293991e-05 9.33919145e-05 4.31858792e-04 3.43559501e-06]",False,1000
0.8337996588667647,"[1.55076367e-80 2.46218035e-80 1.73465899e-80 1.32443045e-80
 1.34910358e-80 9.97480884e-81 1.30416145e-80 2.47685884e-80
 1.68819693e-80 2.26611413e-80 1.99287447e-80 1.00802814e-80
 1.27307639e-80 2.03847650e-80 1.63172209e-80 1.74718102e-80
 1.55731121e-80 1.48115220e-80 1.32686021e-80 2.54679089e-80]",True,91
0.8969084818907456,"[3.00943997e-49 3.98703559e-49 7.93543683e-49 3.81957286e-49
 2.39621146e-49 2.18358782e-48 1.03362756e-49 3.01010740e-49
 1.93797901e-49 3.81678892e-49 4.35372917e-48 3.56325438e-49
 8.77242688e-49 4.70858022e-49 2.33586727e-49 3.80226584e-48
 2.25566938e-49 1.18653591e-49 3.33931197e-49 2.08819719e-49]",True,151
0.9697829332039218,"[1.36689266e-15 1.46876741e-15 1.60142642e-15 1.48292319e-15
 1.41065630e-15 1.29210113e-15 1.54975184e-15 1.57213210e-15
 1.33531982e-15 1.46989637e-15 1.43286083e-15 1.26624432e-15
 1.45930236e-15 1.36425439e-15 1.51766198e-15 1.26673190e-15
 1.54242648e-15 1.32337821e-15 1.31558354e-15 1.34246559e-15]",True,422
0.8414974769720799,"[1.53648699e-76 1.38804548e-76 1.37789412e-76 2.42148250e-76
 1.38122991e-76 1.46088826e-76 2.43011413e-76 1.03799093e-76
 2.95931918e-76 1.23726442e-76 2.79795870e-76 1.92712512e-76
 1.55804136e-76 1.37691867e-76 1.55410969e-76 2.88525035e-76
 1.88082430e-76 2.32979330e-76 1.69592276e-76 2.57152737e-76]",True,96
0.8368345375527932,"[3.73179059e-79 5.97781499e-79 4.36750027e-79 6.49721849e-79
 7.51580316e-79 4.78141360e-79 4.34823770e-79 4.03077174e-79
 7.82325519e-79 7.66541152e-79 5.42197255e-79 5.11813647e-79
 5.76743121e-79 5.93288023e-79 5.82555476e-79 6.93197154e-79
 4.64723819e-79 7.51381293e-79 8.39112788e-79 8.16310834e-79]",True,92
0.9483089462391467,"[4.65170504e-25 4.60227762e-25 4.05726387e-25 4.19524421e-25
 3.72791876e-25 4.58812144e-25 4.27268696e-25 4.32526184e-25
 3.72305730e-25 3.48514503e-25 4.42401626e-25 4.77197009e-25
 4.00656747e-25 4.18101804e-25 4.08404576e-25 3.93472246e-25
 4.32858434e-25 4.32405102e-25 4.25080054e-25 3.79435864e-25]",True,263
0.7846107707320626,"[5.56342581e-107 1.09941693e-106 6.14205767e-107 8.47843684e-107
 6.51988248e-107 5.85068805e-107 1.30827204e-106 5.27908483e-107
 1.42259580e-106 5.03685179e-107 8.50287359e-107 5.93072747e-107
 8.98492513e-107 5.89861541e-107 7.37140175e-107 8.02062188e-107
 1.78715664e-106 8.53960331e-107 1.60451727e-106 5.30675933e-107]",True,71
0.7879890127111296,"[3.27984009e-105 1.28814463e-105 4.57510221e-105 2.08094854e-104
 2.01262610e-105 2.71379184e-105 3.68881883e-105 2.73717622e-105
 1.68662584e-105 1.48579742e-104 1.63579954e-105 2.14846886e-105
 2.08141355e-105 2.88461082e-105 5.73883747e-105 1.80549061e-105
 5.10867381e-105 4.90591262e-105 2.45036240e-105 8.56806484e-106]",True,72
0.9750973914991712,"[3.01209590e-13 2.56540477e-13 2.73804716e-13 2.71184757e-13
 2.86276999e-13 2.86644352e-13 2.67339294e-13 2.85293154e-13
 2.64080971e-13 2.53461057e-13 2.46797417e-13 2.51455567e-13
 2.82179229e-13 3.05775759e-13 2.86211023e-13 3.21625348e-13
 3.07643362e-13 2.74555131e-13 2.67109653e-13 3.00260860e-13]",True,499
0.9268622174367016,"[6.70746753e-35 6.21438327e-35 8.05808413e-35 8.29154661e-35
 7.96632662e-35 8.73157315e-35 6.38820898e-35 7.05041864e-35
 6.36814127e-35 7.65186582e-35 7.82414311e-35 6.88394886e-35
 7.77482446e-35 6.07165906e-35 6.46173148e-35 6.82014561e-35
 6.39486494e-35 6.15012360e-35 6.65583163e-35 6.95077027e-35]",True,194
0.9296271821539959,"[1.25816819e-33 1.59431078e-33 1.19989191e-33 1.23780600e-33
 1.47914951e-33 1.52927536e-33 1.49275802e-33 1.34128049e-33
 1.14097161e-33 1.45150049e-33 1.26128137e-33 1.29170826e-33
 1.55253142e-33 1.12620727e-33 1.26699106e-33 1.33061633e-33
 1.72017628e-33 1.19303532e-33 1.31803891e-33 1.43429461e-33]",True,201
0.9289356115226958,"[6.11248372e-34 6.38640421e-34 5.47848423e-34 5.14570591e-34
 6.52564535e-34 6.33498189e-34 5.56622949e-34 5.74702741e-34
 6.32804789e-34 6.21546426e-34 5.61415850e-34 6.00195771e-34
 5.87318903e-34 5.41589879e-34 5.52284449e-34 5.16617125e-34
 5.68021814e-34 6.24702243e-34 5.98391916e-34 6.09249594e-34]",True,198
0.8591366677792639,"[4.04505729e-68 9.87738669e-68 2.15923666e-67 1.55049793e-67
 9.08690937e-68 2.51702249e-67 3.67752535e-68 3.62563468e-68
 1.09806483e-66 9.07001013e-68 5.89510922e-68 2.58819461e-68
 3.39247600e-68 2.24968977e-67 6.87091556e-68 2.46951045e-68
 3.38505277e-68 1.76253043e-68 8.42440558e-68 5.21014216e-68]",True,110
0.9789099968352309,"[4.11936905e-12 2.95441987e-11 1.33374829e-11 5.24782560e-12
 5.17074753e-13 1.14091228e-12 3.69102055e-12 1.11891292e-11
 2.10515154e-12 2.88719134e-12 3.35406751e-13 7.45486719e-13
 4.07222569e-12 2.07425654e-12 1.98400024e-11 1.41066537e-11
 1.43440287e-12 4.97138212e-10 2.32308377e-13 3.48013832e-12]",True,679
0.8904876858941001,"[4.47334912e-53 9.35656638e-53 6.96021087e-53 1.03410540e-51
 1.88647614e-52 6.23195061e-53 3.85418235e-53 5.06706213e-53
 1.61787122e-51 8.70983607e-53 5.39544305e-53 7.88989991e-53
 6.40754078e-53 5.50641842e-53 8.32245558e-53 3.46991468e-53
 1.54476493e-52 5.64263371e-52 3.54787488e-53 8.93667094e-53]",True,135
0.8275062016507926,"[3.52106482e-84 2.06508563e-83 1.88116589e-83 3.36400765e-84
 3.68598051e-84 1.92833240e-83 2.50895657e-84 5.97712252e-84
 5.23769951e-84 2.65496658e-84 3.39939821e-84 1.91448478e-83
 8.94606205e-84 3.73544641e-84 6.10929068e-84 6.09611687e-84
 4.70298533e-83 3.91761237e-84 3.55700351e-84 1.10132289e-83]",True,90
0.9666925693740883,"[1.10092520e-17 8.65430411e-18 1.05592586e-18 7.59397122e-18
 3.23001130e-17 1.43496384e-17 4.38467294e-18 2.87307043e-18
 3.52760868e-18 5.37725170e-18 1.05492104e-17 3.63903819e-19
 2.98704710e-18 9.42053457e-18 2.69685959e-18 8.28427055e-18
 1.60221267e-16 9.39998061e-16 4.60486841e-18 3.10299368e-18]",True,424
0.8320287165941718,"[1.42410774e-81 2.89198586e-81 3.34613515e-81 1.55692554e-81
 2.47583373e-81 1.83889523e-81 1.78223225e-81 1.57403947e-81
 1.84051355e-81 2.61178799e-81 1.46309859e-81 1.44820561e-81
 1.61260463e-81 1.71159561e-81 1.26823400e-81 3.17140493e-81
 1.67549495e-81 2.17391800e-81 2.96809578e-81 1.49650282e-81]",True,90
0.8839975441922879,"[1.17184104e-55 4.04846724e-56 2.72411958e-55 4.29744506e-56
 3.58159489e-56 2.10804545e-56 3.36459469e-56 3.55097918e-56
 4.21361351e-56 4.47652411e-56 4.25410749e-56 2.13102923e-56
 3.18960891e-55 8.28991211e-56 4.91955061e-56 3.07236537e-56
 4.21169511e-56 3.95678529e-56 2.11181652e-54 7.60015546e-56]",True,131
0.831516279660325,"[1.85867543e-81 1.04089703e-81 7.62162376e-82 1.39743923e-81
 9.67806923e-82 8.70743766e-82 1.09532261e-81 1.19972891e-81
 1.17579575e-81 7.56935736e-82 1.13902123e-81 1.69766192e-81
 8.32656443e-82 1.13606661e-81 1.27496946e-81 9.45445451e-82
 1.13677180e-81 1.16500528e-81 1.07683049e-81 8.01107475e-82]",True,90
0.9670289796879434,"[9.07964667e-17 8.48803301e-17 8.37742582e-17 8.22315701e-17
 7.84490267e-17 8.95805465e-17 1.02556257e-16 8.63983386e-17
 7.53364201e-17 1.01343992e-16 7.92186805e-17 9.34395962e-17
 8.73649439e-17 1.01328724e-16 9.89950354e-17 8.36394320e-17
 8.58361190e-17 9.55913729e-17 7.96389981e-17 9.81266728e-17]",True,392
0.9854800740299432,"[1.10613237e-09 4.10778656e-11 6.44228828e-10 1.46744577e-09
 6.95048352e-11 4.73865250e-09 4.40665764e-09 1.69600243e-09
 3.41210434e-09 2.01420638e-09 3.59890471e-09 1.66707390e-08
 7.53650354e-10 1.24831678e-10 1.27454323e-10 1.52253033e-09
 1.11462886e-07 5.55808719e-10 7.12023466e-10 1.40561032e-07]",False,910
