label,spectral_radius_1,spectral_radius_2,equilibrium_1,equilibrium_2,validation
4.1,1.1896162694071417,1.201035334006478,"[0.00508162 0.26964545 0.00651353 0.08255571 0.06177274 0.33976145
 0.00529788 0.12439836 0.00263427 0.40975732 0.11111133 0.0075449
 0.11417742 0.17257877 0.50188623 0.05072929 0.04972811 0.16217722
 0.03831237 0.00453359]","[0.49528054 0.207906   0.96978733 0.23356952 0.15079537 0.02168287
 0.22732949 0.07804429 0.93601062 0.14563569 0.05635647 0.16481333
 0.08561896 0.13597769 0.14892625 0.00835796 0.41563915 0.36224136
 0.56188178 0.5942401 ]",
4.1,1.2231480750606418,1.1859137353849893,"[0.63582661 0.2075984  0.54107039 0.11748094 0.29147666 0.052872
 0.01993022 0.38098854 0.21325989 0.59228974 0.76283183 0.52822122
 0.23919255 0.17257765 0.08550039 0.216387   0.15224835 0.21981857
 0.14610197 0.08106753]","[0.03072253 0.13382086 0.02409751 0.01836093 0.03923905 0.56202035
 0.71542237 0.06537148 0.04700842 0.0101256  0.08452137 0.14287969
 0.06557849 0.19650272 0.71754358 0.1091711  0.14100706 0.11725237
 0.18387091 0.1576751 ]",
4.1,1.089874941460517,1.1991744641787003,"[2.67682004e-07 1.79762919e-06 3.91441510e-07 1.89897649e-06
 5.53851408e-07 1.36396749e-08 8.55183993e-08 4.44628904e-07
 7.46025357e-07 1.35216325e-07 5.85925819e-07 4.26675808e-07
 9.41441636e-07 7.33866399e-07 3.90966280e-07 1.16510143e-06
 8.12470894e-08 6.57757761e-07 2.68290563e-07 1.85236372e-07]","[0.23752708 0.20471811 0.05404829 0.33697795 0.23407441 0.1913384
 0.77694306 0.3576877  0.03015551 0.72901226 0.12723198 0.27270475
 0.24722968 0.19623965 0.16017894 0.17123349 0.92581264 0.17889016
 0.10567649 0.34103736]",
3.1,1.1404782025175857,0.9932995621285178,"[0.13707605 0.23453199 0.18351511 0.148879   0.13131328 0.18720259
 0.9055924  0.09552014 0.01397031 0.98036707 0.23857214 0.08261292
 0.12567913 0.17338549 0.00738412 0.16291005 0.10801406 0.07944297
 0.28362579 0.18399784]","[2.08190715e-25 1.00061646e-25 1.73686638e-25 8.02186769e-26
 2.38461225e-25 2.13462591e-25 2.05012381e-26 2.46569111e-25
 2.84463976e-25 8.96324111e-27 7.52173408e-25 3.28630270e-25
 1.66910005e-25 6.45770775e-25 2.33394911e-25 2.73601860e-25
 1.68640733e-25 1.30704525e-25 3.59646093e-25 4.41090035e-25]",True
4.1,1.1129779987836574,1.061582214608577,"[0.13118949 0.14905606 0.97815478 0.06745108 0.23431581 0.25128689
 0.30507535 0.01946949 0.10699006 0.05065899 0.1411973  0.15717047
 0.21736281 0.06629747 0.35622712 0.92133861 0.35290956 0.35877428
 0.18865061 0.23320808]","[4.36915728e-08 5.17127513e-08 7.58417768e-10 4.58661777e-09
 5.53196451e-08 7.25266800e-09 1.95778535e-08 3.70796781e-08
 2.18655550e-08 4.75089707e-08 1.55958968e-08 1.30642989e-07
 2.49449344e-08 2.95637871e-08 4.41983820e-09 1.33045390e-07
 1.85908719e-08 3.03936912e-09 4.25987416e-08 6.58748654e-09]",
4.1,1.0917654822201384,1.0863219068430419,"[0.02892072 0.0984086  0.16534169 0.09934366 0.05790897 0.11580074
 0.01743377 0.03591672 0.19854492 0.17589351 0.32154905 0.08645824
 0.03495565 0.40057556 0.01369067 0.0732904  0.15511601 0.00601093
 0.17998872 0.01787825]","[0.19349095 0.0937467  0.10715723 0.00588012 0.06227333 0.06510255
 0.05240245 0.0652414  0.05726765 0.08841365 0.0280656  0.23687764
 0.04342008 0.03632605 0.82360184 0.44979603 0.20965201 0.49336381
 0.06609865 0.03247476]",
4.1,1.0700729176216717,1.19167033758852,"[0.23820974 0.00557622 0.36094535 0.02961241 0.01249447 0.17585502
 0.02791614 0.01283261 0.02781622 0.10933979 0.68320644 0.13738549
 0.02840718 0.02465778 0.04765165 0.01038281 0.13423966 0.08046733
 0.11416415 0.04986114]","[0.07764975 0.59007521 0.079573   0.32972129 0.09994631 0.10183281
 0.40840162 0.72770696 0.15007032 0.33867711 0.01937411 0.33850541
 0.12939923 0.16529368 0.41951636 0.30089551 0.02935018 0.18788432
 0.12778007 0.15471571]",
4.1,1.0308517929031795,1.1281645099824376,"[5.65609547e-16 6.47135935e-16 5.34442198e-15 3.19822738e-16
 7.09358879e-17 2.93379114e-17 3.80655048e-15 2.23826700e-15
 4.21074926e-16 1.61094376e-15 1.27991741e-14 5.66631660e-16
 1.86872146e-15 2.39939726e-16 1.22874660e-15 7.72380028e-16
 1.61258040e-15 2.30557072e-15 3.62733368e-16 4.65795872e-16]","[1.01200836e-01 5.29459969e-01 9.66167882e-02 3.74886070e-01
 9.60746005e-01 2.00412674e-01 1.80085612e-01 1.21650196e-02
 5.36376243e-02 3.40965305e-02 2.02832599e-01 3.23951085e-01
 1.04734811e-01 3.12509876e-01 3.51786019e-01 1.41502923e-01
 1.13226287e-01 1.29620063e-04 1.16050221e-01 5.25698912e-01]",
4.1,1.259238675294348,1.1190715919414638,"[0.7611067  0.65750045 0.37021376 0.61828649 0.63298699 0.0132313
 0.51320297 0.28291421 0.60861311 0.21265178 0.33896817 0.22999005
 0.12351554 0.14069405 0.28190233 0.69361443 0.45118081 0.50098194
 0.10244468 0.23567886]","[9.99836147e-07 1.73322236e-07 1.40520530e-06 2.31255142e-07
 3.08453256e-07 4.72367748e-06 1.57534869e-07 3.40577328e-07
 1.19968601e-06 1.06107714e-07 1.52432966e-07 1.58781482e-06
 5.25772656e-07 7.00944808e-07 5.75350259e-07 1.76941622e-07
 1.90443360e-06 3.16221231e-07 3.67458951e-06 4.16160147e-07]",
4.1,1.241967091856885,1.141283644076187,"[0.02076334 0.19463849 0.1412529  0.53192577 0.0509959  0.11403164
 0.58870143 0.86656105 0.17185055 0.01689071 0.04023235 0.1695133
 0.36765816 0.2301594  0.4274411  0.25106843 0.49615903 0.24996587
 0.59549359 0.65568474]","[0.91038431 0.11963859 0.07593451 0.04695734 0.0260835  0.13032668
 0.04058793 0.00205059 0.04638314 0.05352825 0.10783518 0.07615677
 0.02662699 0.11927552 0.02121488 0.15616035 0.11361847 0.05816844
 0.01474225 0.12608967]",
4.1,1.1120822400390604,1.1368722386074008,"[4.97728662e-13 7.86257062e-14 7.69426623e-14 2.56675380e-13
 1.72321809e-13 5.30855730e-14 6.74797088e-14 1.44146042e-12
 1.59849252e-13 6.79048589e-13 5.19666071e-14 2.94214706e-13
 3.77694356e-13 2.75324516e-13 1.74837815e-13 5.02659376e-13
 1.92574739e-13 1.65530075e-13 2.19969110e-13 1.30768026e-13]","[0.20533136 0.59136392 0.85154263 0.65376472 0.40597683 0.4733541
 0.32630566 0.13139496 0.178356   0.16521883 0.24879007 0.03965229
 0.03085054 0.33674448 0.30501319 0.20369382 0.66063052 0.19238132
 0.08561316 0.1702774 ]",
4.1,1.1459249168133923,1.2346847037991613,"[0.57101715 0.1249681  0.06926807 0.04426981 0.02451573 0.05566879
 0.30792509 0.09700363 0.00295682 0.1596556  0.03757125 0.03929526
 0.10870422 0.09140989 0.04121364 0.00810419 0.05513701 0.12789204
 0.02124815 0.09132461]","[0.09498882 0.04020003 0.26514518 0.0760972  0.77776286 0.40563088
 0.24758331 0.21737723 0.91651852 0.04177717 0.10091532 0.1556121
 0.12124758 0.27033828 0.11808081 0.91302337 0.25236706 0.42708491
 0.31547157 0.40069472]",
4.1,1.0906223502142538,1.1762792693945308,"[0.07967181 0.03195623 0.03310418 0.03096792 0.06063525 0.00857892
 0.11818532 0.26747137 0.09885222 0.12884298 0.25857453 0.00622264
 0.09651711 0.03113276 0.24202547 0.0787204  0.02176097 0.12274175
 0.24186556 0.07001183]","[0.18129412 0.67537017 0.2499845  0.40231808 0.24051836 0.28038535
 0.17959695 0.0207014  0.12219088 0.17139056 0.09647287 0.46237367
 0.15994704 0.16753579 0.3673442  0.21198245 0.4999056  0.12560991
 0.2060774  0.33383944]",
3.1,1.1348551973143626,0.9974868409988104,"[0.25005852 0.18903151 0.458315   0.60741694 0.05449473 0.1948127
 0.02874965 0.38543121 0.00588934 0.13686509 0.18376164 0.23538823
 0.21705709 0.24537331 0.02636015 0.46109767 0.11059607 0.27740302
 0.42057617 0.88106886]","[9.65081213e-24 4.45854438e-23 1.43751986e-23 1.05564710e-23
 5.32476186e-23 4.49036284e-23 1.59034784e-23 4.54283673e-24
 2.22432761e-23 2.70433743e-23 6.74739243e-24 1.41986910e-23
 6.29241156e-25 2.15334350e-24 1.11079989e-23 3.58637167e-24
 4.83525814e-23 9.82397410e-24 9.79195264e-24 3.35921178e-25]",True
4.1,1.2513666743110785,1.1865695428659186,"[0.19414366 0.21351246 0.14317167 0.23849494 0.49546807 0.05348495
 0.21662871 0.07252201 0.11697779 0.04976386 0.14539476 0.4471306
 0.10439864 0.84127615 0.64784765 0.16996514 0.21179992 0.24855584
 0.04000485 0.04505893]","[0.27145741 0.08531146 0.03005594 0.05267804 0.03411036 0.12455008
 0.19348081 0.40623793 0.31532379 0.84215703 0.03212357 0.17712983
 0.12193765 0.05496546 0.01440421 0.16260911 0.15448518 0.05369197
 0.811827   0.37740553]",
4.1,1.0283724077967444,1.2869381019913726,"[7.84134788e-59 1.59736055e-57 3.58636801e-59 4.86031613e-59
 7.24146719e-60 1.47771906e-58 6.26790138e-60 1.91284326e-58
 9.88452329e-59 1.32928241e-59 5.47291907e-59 2.59220106e-58
 4.74436892e-58 3.81411604e-59 6.92226291e-58 6.29210262e-58
 1.97087455e-59 6.57431005e-61 2.51298136e-58 1.80445802e-59]","[0.10920302 0.71422906 0.82214918 0.68166836 0.94722668 0.33569981
 0.98680112 0.19282086 0.3133468  0.90624771 0.37889677 0.31236577
 0.21590881 0.31733976 0.27700421 0.2111855  0.89701621 0.20427569
 0.04454713 0.59641228]",
4.1,1.2095292318560575,1.127036252605878,"[2.15119679e-01 7.28346885e-01 1.35594324e-01 1.36728617e-01
 9.11839429e-02 1.39032762e-02 3.44507704e-01 1.03749336e-01
 1.49352442e-01 1.13664715e-01 4.13589423e-02 3.09731269e-01
 8.53712661e-01 8.52909621e-04 4.19418842e-01 1.16725910e-01
 2.54879757e-01 9.59432409e-02 1.59085373e-01 4.25026050e-02]","[0.09591547 0.00813553 0.20921551 0.07349163 0.5861693  0.15400192
 0.12127207 0.09046183 0.17340434 0.04070518 0.06781826 0.36470247
 0.01440809 0.00789849 0.13360979 0.13704389 0.00185687 0.16755233
 0.31220725 0.25850644]",
4.1,1.0851412011900825,1.1411789533698746,"[8.90986739e-05 5.55900693e-06 1.68005853e-05 9.43969289e-06
 3.20210991e-05 6.90479606e-06 1.87807716e-05 2.23199331e-06
 1.33240254e-05 1.96572062e-05 3.06033528e-06 1.96964421e-05
 1.84831328e-05 2.04945675e-05 4.64720725e-06 4.67874375e-06
 9.39403814e-06 3.00177087e-06 2.18742660e-05 6.98982905e-06]","[0.1376946  0.02116956 0.23104941 0.01597713 0.19847531 0.11478518
 0.69684691 0.82361579 0.36586554 0.00271245 0.83458949 0.04524084
 0.02811447 0.03571151 0.37722756 0.15355259 0.15422181 0.13871682
 0.13340639 0.27923459]",
4.1,1.1753295606977519,1.121313771386423,"[0.24649064 0.34342682 0.18196112 0.24746404 0.53797315 0.2266307
 0.02307113 0.34957413 0.18902265 0.45868131 0.49353476 0.11637728
 0.08641609 0.90849313 0.60623452 0.57767196 0.34679237 0.68515364
 0.37324761 0.16420186]","[2.09579493e-22 2.63833790e-22 9.85704009e-23 4.70767774e-22
 2.61606607e-22 2.23971888e-22 1.81551469e-23 1.45280750e-23
 1.47169477e-21 2.85319688e-22 6.84542611e-22 3.66705679e-22
 1.36476698e-22 5.56432541e-23 3.38964548e-22 1.22927726e-22
 3.57378111e-22 3.16025091e-23 2.65070802e-22 2.22599799e-22]",
4.1,1.3315075837547685,1.3078445762169029,"[0.28749446 0.45496774 0.48212104 0.83222726 0.70819358 0.92997272
 0.96937371 0.593228   0.36999388 0.93598393 0.19159889 0.03199506
 0.48679543 0.05576827 0.92886964 0.30219104 0.50450744 0.27567468
 0.93234089 0.2015165 ]","[0.03107721 0.0395694  0.06843836 0.07048163 0.00319679 0.01439827
 0.02519093 0.32047249 0.21023703 0.0034206  0.53655549 0.52322576
 0.07665854 0.73088125 0.00589887 0.11023324 0.05130617 0.20764326
 0.01661817 0.4162757 ]",
4.1,1.2062357297021982,1.2116597090467753,"[0.09434014 0.09290989 0.11081513 0.17794004 0.29331414 0.01029353
 0.78168976 0.02611115 0.67591455 0.02473788 0.1839776  0.30754534
 0.0925767  0.5019089  0.20507446 0.05674582 0.43751813 0.01031144
 0.10083588 0.03309801]","[0.13875481 0.28411425 0.63774554 0.10076919 0.22579653 0.19907648
 0.02371969 0.03312223 0.04559987 0.16710004 0.13060836 0.16071066
 0.0409453  0.10878001 0.12628704 0.68992521 0.02516    0.13498849
 0.00175434 0.11380989]",
4.1,1.1646076353473507,1.051337737801286,"[3.30685259e-01 3.17116846e-02 2.08406670e-01 2.06275521e-01
 4.30996832e-01 1.91351353e-01 3.94565996e-01 2.38689354e-01
 3.85185861e-01 1.42700476e-01 2.81848370e-01 3.47688686e-01
 8.36764330e-01 4.19155562e-04 3.69769365e-02 3.01319105e-01
 6.54212180e-01 8.89814933e-02 1.35104571e-01 1.81308456e-01]","[1.50602189e-05 4.13589919e-05 1.88784113e-05 1.46496937e-05
 2.03774764e-05 1.85252347e-05 2.45011560e-05 4.31912318e-06
 1.70733703e-05 1.05508511e-04 1.90623032e-06 3.92359958e-06
 1.23033928e-06 4.42620219e-05 1.85022324e-04 3.87409056e-05
 2.74250639e-06 1.34962450e-05 2.01929353e-05 1.51906883e-05]",
4.1,1.116758088767226,1.0814445304355231,"[0.03200525 0.01565038 0.02979544 0.04848921 0.18700437 0.22333795
 0.40359716 0.10574845 0.07838081 0.04354186 0.14317797 0.0125826
 0.51089797 0.19607562 0.13202292 0.17172398 0.03294419 0.67505297
 0.00671936 0.03594733]","[0.64675738 0.19289149 0.17732664 0.33391279 0.37866807 0.05628418
 0.16231925 0.00686918 0.11871672 0.02336537 0.08985662 0.25911782
 0.05118121 0.04274585 0.33515394 0.19814424 0.27170382 0.09507594
 0.06214871 0.00664959]",
4.1,1.0788419659907464,1.2500729440889486,"[1.85546185e-35 1.13146190e-35 1.71943228e-35 8.34578061e-35
 3.43340956e-36 2.73082326e-35 3.80920536e-36 3.89692868e-35
 6.66862468e-35 6.09088409e-36 1.86761970e-35 8.80792565e-36
 2.30508241e-35 6.86444081e-36 7.84258386e-36 1.11237773e-35
 3.33085023e-35 1.01407141e-35 1.05914117e-35 1.12388043e-35]","[0.20892021 0.20689054 0.49215439 0.57094249 0.64403987 0.10734367
 0.7984926  0.16940517 0.30258954 0.23902401 0.23393758 0.73113893
 0.09448104 0.35018308 0.24718838 0.31946087 0.60258988 0.32526264
 0.50408523 0.54909959]",
4.1,1.0647185540917736,1.2186677081076767,"[2.99780194e-19 4.02278160e-19 3.95623165e-19 1.96252186e-20
 2.30490810e-20 3.95319324e-20 1.45317895e-20 1.21767874e-21
 2.13406982e-21 1.28956219e-20 5.23452307e-20 1.00957052e-19
 9.28609555e-20 1.12232440e-20 1.87426435e-20 2.82009778e-20
 1.24918358e-20 1.36149883e-20 5.63178308e-21 1.39320371e-20]","[0.05368858 0.3334834  0.58414561 0.61233612 0.33790837 0.104273
 0.16331784 0.41343895 0.59112075 0.1395567  0.81347573 0.05334959
 0.49204275 0.40579151 0.31198812 0.54577396 0.18305041 0.63708787
 0.84494441 0.70477691]",
