spectral_radius,equilibrium,validation
0.6967247684166245,"[2.89671857e-158 1.18709587e-158 3.38503290e-158 3.02373179e-158
 2.81305566e-158 2.30599027e-158 7.84390372e-159 2.15728552e-158
 3.40460805e-158 1.41882488e-158 2.30099339e-158 3.12884604e-158
 1.95888207e-158 2.28485498e-158 1.68279675e-158 3.72042593e-158
 5.44578296e-159 3.59650418e-159 1.65450596e-158 2.17238291e-158]",True
1.1277829879143435,"[0.18995133 0.16824197 0.15721955 0.16505807 0.1085386  0.18510562
 0.12359803 0.26388072 0.02544462 0.2792699  0.19642136 0.30242125
 0.23477742 0.27484865 0.16720413 0.19472554 0.20803216 0.24375175
 0.25164593 0.24629721]",True
0.7879517223068815,"[1.38991312e-105 8.78488745e-105 1.45894261e-105 9.89349382e-105
 6.36811861e-105 6.51796650e-105 3.28822620e-105 6.04411213e-105
 3.16921717e-105 8.46084488e-105 8.91959561e-105 5.36688957e-105
 7.16848218e-105 6.57261155e-105 7.93349111e-106 6.72781644e-105
 3.88556099e-105 3.72922153e-105 2.01777059e-105 8.02419959e-105]",True
0.9795465910912535,"[8.56752212e-11 3.65436909e-11 9.93024569e-11 4.67568704e-11
 8.22538047e-11 9.49631979e-11 8.79467768e-11 2.47015774e-11
 9.38577595e-12 4.06267304e-11 4.99462762e-11 7.83460776e-11
 2.07965297e-11 6.00323526e-11 1.59290768e-11 2.27745722e-11
 2.26590193e-11 1.33519580e-11 5.34952099e-11 8.82633512e-11]",True
1.0415771238621359,"[0.03688676 0.072914   0.10025375 0.01407522 0.01949782 0.15487023
 0.00997756 0.06913295 0.01798266 0.0904196  0.15488648 0.10559991
 0.10912977 0.17304781 0.14081311 0.12250825 0.05617449 0.06296953
 0.02469953 0.02863927]",True
0.44756983874279177,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],True
1.0628454368961266,"[0.1596052  0.19447164 0.0858154  0.1843257  0.09599491 0.19741068
 0.01645702 0.13070581 0.22163871 0.01757041 0.0387536  0.00581005
 0.03840484 0.06106481 0.10341738 0.19646462 0.10019559 0.1849841
 0.1934488  0.16348314]",True
0.7876003332023847,"[4.45293161e-105 1.99555030e-106 8.35087759e-105 3.29031899e-105
 6.73348634e-105 8.39731557e-105 2.02174481e-105 6.38337528e-105
 3.30822801e-105 2.31017107e-105 8.61464400e-105 1.38632291e-105
 6.43563598e-105 1.51855246e-105 1.79463899e-105 2.14911742e-105
 5.37971161e-105 5.11195225e-105 9.18441202e-106 3.63970021e-105]",True
1.3985389888608009,"[0.88775336 0.89253785 0.48562077 0.86367956 0.62931438 0.81643611
 0.88080662 0.84477863 0.59097273 0.85211432 0.81564471 0.8867348
 0.80648119 0.83839564 0.59951644 0.88655752 0.64926394 0.89166662
 0.85592574 0.82754895]",True
0.9990024967260512,"[1.45877098e-03 1.49588072e-03 5.29368918e-06 1.38875512e-04
 9.66062644e-04 6.29844761e-04 1.86871811e-03 1.82315292e-03
 3.56797818e-04 7.82839683e-04 7.75121933e-04 8.94450793e-04
 1.32640289e-03 3.12232758e-04 1.35803490e-03 2.12774724e-03
 8.94595091e-04 1.16036646e-03 3.05210781e-06 3.99380737e-04]",False
